,player_name,squad,nation,minutes_played,goals,assists,cards
2364,Wilson Palacios,Tottenham,hn HON,4717,1.0,1,17.0
2365,Wilson Palacios,Wigan Athletic,hn HON,3223,0.0,1,15.0
2366,Wout Weghorst,Burnley,nl NED,1450,2.0,3,3.0
2367,Wout Weghorst,Manchester Utd,nl NED,797,0.0,1,1.0
2368,Xherdan Shaqiri,Liverpool,ch SUI,1805,7.0,5,4.0
2369,Xherdan Shaqiri,Stoke City,ch SUI,6749,15.0,15,10.0
2370,Yakubu Aiyegbeni,Blackburn,ng NGA,2442,17.0,2,2.0
2371,Yakubu Aiyegbeni,Everton,ng NGA,5033,25.0,8,5.0
2372,Yakubu Aiyegbeni,Middlesbrough,ng NGA,5904,25.0,10,3.0
2373,Yakubu Aiyegbeni,Portsmouth,ng NGA,5591,29.0,6,4.0
2374,Yossi Benayoun,Arsenal,il ISR,904,4.0,1,1.0
2375,Yossi Benayoun,Chelsea,il ISR,270,1.0,0,0.0
2376,Yossi Benayoun,Liverpool,il ISR,5317,18.0,11,1.0
2377,Yossi Benayoun,West Ham,il ISR,5289,8.0,10,8.0
2378,Younès Kaboul,Portsmouth,fr FRA,3177,4.0,1,7.0
2379,Younès Kaboul,Sunderland,fr FRA,2099,0.0,1,5.0
2380,Younès Kaboul,Tottenham,fr FRA,8949,6.0,3,16.0
2381,Younès Kaboul,Watford,fr FRA,1970,2.0,0,2.0
2382,Youssef Safri,Norwich City,ma MAR,1083,1.0,0,4.0
2383,Yves Bissouma,Brighton,ml MLI,8255,3.0,2,28.0
2384,Yves Bissouma,Tottenham,ml MLI,1010,0.0,0,6.0
2385,Zat Knight,Aston Villa,eng ENG,3330,2.0,1,2.0
2386,Zat Knight,Bolton,eng ENG,8128,2.0,0,8.0
2387,Zat Knight,Fulham,eng ENG,12644,3.0,1,16.0
2388,Zeki Fryers,Crystal Palace,eng ENG,192,0.0,0,0.0
2389,Zeki Fryers,Manchester Utd,eng ENG,69,0.0,0,0.0
2390,Zeki Fryers,Tottenham,eng ENG,401,0.0,0,0.0
2391,Zurab Khizanishvili,Blackburn,ge GEO,4982,1.0,0,16.0
2392,Étienne Capoue,Tottenham,fr FRA,1583,1.0,0,3.0
2393,Étienne Capoue,Watford,fr FRA,13130,9.0,8,38.0
