,player_name,squad,nation,minutes_played,goals,assists,cards
1598,Michael Chopra,Sunderland,eng ENG,2200,8.0,0,8.0
1599,Michael Dawson,Hull City,eng ENG,4154,4.0,0,11.0
1600,Michael Dawson,Tottenham,eng ENG,19707,7.0,5,47.0
1601,Michael Duberry,Chelsea,eng ENG,6986,1.0,2,17.0
1602,Michael Duberry,Leeds United,eng ENG,4506,4.0,1,9.0
1603,Michael Duberry,Reading,eng ENG,1712,0.0,0,3.0
1604,Michael Hector,Fulham,jm JAM,263,0.0,0,2.0
1605,Michael Hughes,Crystal Palace,nir NIR,3014,2.0,2,9.0
1606,Michael Hughes,West Ham,nir NIR,6704,5.0,15,9.0
1607,Michael Hughes,Wimbledon,nir NIR,6124,9.0,10,13.0
1608,Michael Kightly,Burnley,eng ENG,1052,1.0,2,3.0
1609,Michael Kightly,Stoke City,eng ENG,1190,3.0,1,2.0
1610,Michael Kightly,Wolves,eng ENG,1777,3.0,1,7.0
1611,Michael Olise,Crystal Palace,fr FRA,3890,4.0,16,6.0
1612,Michael Ricketts,Bolton,eng ENG,3854,18.0,2,6.0
1613,Michael Ricketts,Middlesbrough,eng ENG,1323,3.0,1,3.0
1614,Michael Tonge,Sheffield Utd,eng ENG,2014,2.0,0,6.0
1615,Michael Tonge,Stoke City,eng ENG,304,0.0,0,1.0
1616,Michael Turner,Hull City,eng ENG,3780,4.0,0,4.0
1617,Michael Turner,Norwich City,eng ENG,4166,3.0,0,13.0
1618,Michael Turner,Sunderland,eng ENG,5970,1.0,0,17.0
1619,Michail Antonio,West Ham,jm JAM,16490,61.0,30,31.0
1620,Michel Vorm,Swansea City,nl NED,7977,0.0,0,6.0
1621,Michel Vorm,Tottenham,nl NED,1133,0.0,0,0.0
1622,Michy Batshuayi,Chelsea,be BEL,853,8.0,3,0.0
1623,Michy Batshuayi,Crystal Palace,be BEL,1478,7.0,1,0.0
1624,Mick Harford,Chelsea,eng ENG,2214,9.0,2,4.0
1625,Mick Harford,Coventry City,eng ENG,18,1.0,0,0.0
1626,Mick Harford,Wimbledon,eng ENG,3434,9.0,7,18.0
1627,Micky Hazard,Swindon Town,eng ENG,667,0.0,0,0.0
1628,Micky Hazard,Tottenham,eng ENG,1637,2.0,2,3.0
1629,Micky Quinn,Coventry City,eng ENG,5123,25.0,5,7.0
1630,Mido,Middlesbrough,eg EGY,1366,6.0,0,8.0
1631,Mido,Tottenham,eg EGY,3145,14.0,6,10.0
1632,Mido,West Ham,eg EGY,490,0.0,0,2.0
1633,Mido,Wigan Athletic,eg EGY,758,2.0,0,1.0
1634,Mikael Forssell,Birmingham City,fi FIN,6112,29.0,6,2.0
1635,Mikael Forssell,Chelsea,fi FIN,828,5.0,2,0.0
1636,Mikaël Silvestre,Arsenal,fr FRA,1951,3.0,1,2.0
1637,Mikaël Silvestre,Manchester Utd,fr FRA,19929,6.0,18,16.0
1638,Mike Hooper,Liverpool,eng ENG,784,0.0,0,0.0
1639,Mike Hooper,Newcastle Utd,eng ENG,2133,0.0,0,0.0
1640,Mike Marsh,Coventry City,eng ENG,1243,2.0,1,2.0
1641,Mike Marsh,Liverpool,eng ENG,2083,2.0,3,1.0
1642,Mike Marsh,West Ham,eng ENG,4253,1.0,5,3.0
1643,Mike Sheron,Manchester City,eng ENG,5743,17.0,4,0.0
1644,Mike Sheron,Norwich City,eng ENG,1471,1.0,0,0.0
1645,Mike Whitlow,Bolton,eng ENG,4980,0.0,5,11.0
1646,Mike Whitlow,Leicester City,eng ENG,3781,2.0,3,9.0
1647,Mike Williamson,Newcastle Utd,eng ENG,11502,1.0,3,26.0
1648,Mikel Arteta,Arsenal,es ESP,8476,14.0,6,16.0
1649,Mikel Arteta,Everton,es ESP,14575,28.0,36,34.0
1650,Mikele Leigertwood,Crystal Palace,ag ATG,1564,1.0,0,3.0
1651,Mikele Leigertwood,Reading,ag ATG,2645,1.0,0,3.0
1652,Mikele Leigertwood,Sheffield Utd,ag ATG,1409,0.0,1,3.0
1653,Mikkel Beck,Derby County,dk DEN,989,2.0,0,0.0
1654,Mikkel Beck,Middlesbrough,dk DEN,3335,10.0,7,3.0
1655,Mohamed Diamé,Hull City,sn SEN,877,4.0,0,2.0
1656,Mohamed Diamé,Newcastle Utd,sn SEN,4207,2.0,0,6.0
1657,Mohamed Diamé,West Ham,sn SEN,5128,7.0,2,7.0
1658,Mohamed Diamé,Wigan Athletic,sn SEN,7085,5.0,3,15.0
1659,Morgan Gibbs-White,Nott'ham Forest,eng ENG,2971,5.0,8,5.0
1660,Morgan Gibbs-White,Wolves,eng ENG,1395,1.0,1,4.0
1661,Morgan Schneiderlin,Everton,fr FRA,5024,1.0,1,18.0
1662,Morgan Schneiderlin,Manchester Utd,fr FRA,2219,1.0,0,3.0
1663,Morgan Schneiderlin,Southampton,fr FRA,8159,11.0,2,24.0
1664,Moritz Volz,Fulham,de GER,10216,3.0,3,18.0
1665,Moses Ashikodi,Watford,ag ATG,23,0.0,0,1.0
1666,Mousa Dembélé,Fulham,be BEL,5031,5.0,5,6.0
1667,Mousa Dembélé,Tottenham,be BEL,11870,7.0,7,25.0
1668,Moussa Sissoko,Newcastle Utd,fr FRA,10345,11.0,17,24.0
1669,Moussa Sissoko,Tottenham,fr FRA,8664,3.0,7,19.0
1670,Moussa Sissoko,Watford,fr FRA,3220,2.0,1,5.0
1671,Mustapha Hadji,Aston Villa,ma MAR,2200,2.0,2,4.0
1672,Mustapha Hadji,Coventry City,ma MAR,5402,12.0,10,6.0
1673,Muzzy Izzet,Birmingham City,tr TUR,1735,1.0,1,8.0
1674,Muzzy Izzet,Leicester City,tr TUR,18963,33.0,26,39.0
1675,N'Golo Kanté,Chelsea,fr FRA,15393,11.0,13,29.0
1676,N'Golo Kanté,Leicester City,fr FRA,3022,1.0,4,3.0
1677,Nacer Chadli,Tottenham,be BEL,4806,15.0,10,5.0
1678,Nacer Chadli,West Brom,be BEL,2394,6.0,4,3.0
1679,Nahki Wells,Burnley,bm BER,55,0.0,0,0.0
1680,Nathan Aké,Bournemouth,nl NED,10002,11.0,5,10.0
1681,Nathan Aké,Chelsea,nl NED,221,0.0,0,1.0
1682,Nathan Aké,Manchester City,nl NED,3593,4.0,0,6.0
1683,Nathan Aké,Watford,nl NED,1875,1.0,0,5.0
1684,Nathan Blake,Blackburn,wls WAL,982,4.0,0,0.0
1685,Nathan Blake,Bolton,wls WAL,4291,13.0,5,11.0
1686,Nathan Blake,Sheffield Utd,wls WAL,727,5.0,0,0.0
1687,Nathan Blake,Wolves,wls WAL,1001,1.0,2,3.0
1688,Nathan Collins,Burnley,ie IRL,1670,2.0,0,3.0
1689,Nathan Collins,Wolves,ie IRL,1814,0.0,0,3.0
1690,Nathan Ellington,West Brom,eng ENG,1535,5.0,0,0.0
1691,Nathan Redmond,Norwich City,eng ENG,4499,7.0,6,2.0
1692,Nathan Redmond,Southampton,eng ENG,14448,21.0,20,12.0
1693,Nathaniel Chalobah,Burnley,eng ENG,69,0.0,0,1.0
1694,Nathaniel Chalobah,Chelsea,eng ENG,167,0.0,0,2.0
1695,Nathaniel Chalobah,Fulham,eng ENG,12,0.0,0,1.0
1696,Nathaniel Chalobah,Watford,eng ENG,1647,0.0,1,4.0
1697,Nathaniel Clyne,Bournemouth,eng ENG,1143,0.0,1,2.0
1698,Nathaniel Clyne,Crystal Palace,eng ENG,4136,0.0,2,6.0
1699,Nathaniel Clyne,Liverpool,eng ENG,6578,1.0,2,7.0
1700,Nathaniel Clyne,Southampton,eng ENG,8027,3.0,7,9.0
1701,Neal Maupay,Brighton,fr FRA,7554,26.0,7,12.0
1702,Neal Maupay,Everton,fr FRA,1118,1.0,0,4.0
1703,Neco Williams,Liverpool,wls WAL,487,0.0,1,2.0
1704,Neco Williams,Nott'ham Forest,wls WAL,1882,1.0,0,7.0
1705,Nedum Onuoha,Manchester City,eng ENG,6793,3.0,3,2.0
1706,Nedum Onuoha,QPR,eng ENG,4984,0.0,1,6.0
1707,Nedum Onuoha,Sunderland,eng ENG,2662,1.0,1,1.0
1708,Neil Adams,Norwich City,eng ENG,3139,3.0,5,2.0
1709,Neil Adams,Oldham Athletic,eng ENG,3224,8.0,2,2.0
1710,Neil Cox,Aston Villa,eng ENG,2059,3.0,2,3.0
1711,Neil Cox,Bolton,eng ENG,1776,1.0,0,3.0
1712,Neil Cox,Middlesbrough,eng ENG,5800,2.0,3,15.0
1713,Neil Cox,Watford,eng ENG,1755,0.0,1,2.0
1714,Neil Emblen,Crystal Palace,eng ENG,704,0.0,0,3.0
1715,Neil Pointon,Oldham Athletic,eng ENG,4932,3.0,2,6.0
1716,Neil Redfearn,Barnsley,eng ENG,3330,10.0,2,3.0
1717,Neil Redfearn,Bradford City,eng ENG,1254,1.0,0,6.0
1718,Neil Redfearn,Charlton Ath,eng ENG,2501,3.0,1,9.0
1719,Neil Ruddock,Liverpool,eng ENG,9809,12.0,3,21.0
1720,Neil Ruddock,Tottenham,eng ENG,3351,3.0,2,11.0
1721,Neil Ruddock,West Ham,eng ENG,3459,2.0,1,13.0
1722,Neil Shipperley,Chelsea,eng ENG,2414,7.0,2,0.0
1723,Neil Shipperley,Crystal Palace,eng ENG,1606,7.0,2,0.0
1724,Neil Shipperley,Nott'ham Forest,eng ENG,1166,1.0,1,0.0
1725,Neil Shipperley,Southampton,eng ENG,5701,13.0,5,4.0
1726,Neil Webb,Manchester Utd,eng ENG,26,0.0,0,0.0
1727,Neil Webb,Nott'ham Forest,eng ENG,804,0.0,2,0.0
1728,Nemanja Matić,Chelsea,rs SRB,9640,4.0,16,24.0
1729,Nemanja Matić,Manchester Utd,rs SRB,9623,2.0,7,22.0
1730,Niall Quinn,Manchester City,ie IRL,9162,30.0,23,12.0
1731,Niall Quinn,Sunderland,ie IRL,8781,29.0,14,16.0
1732,Nick Barmby,Everton,eng ENG,8997,18.0,25,18.0
1733,Nick Barmby,Hull City,eng ENG,1855,1.0,1,6.0
1734,Nick Barmby,Leeds United,eng ENG,1496,4.0,2,2.0
1735,Nick Barmby,Liverpool,eng ENG,2047,2.0,3,4.0
1736,Nick Barmby,Middlesbrough,eng ENG,3769,8.0,8,4.0
1737,Nick Barmby,Tottenham,eng ENG,7137,20.0,11,0.0
1738,Nick Blackman,Blackburn,bb BRB,7,0.0,0,0.0
1739,Nick Blackman,Reading,bb BRB,394,0.0,1,2.0
1740,Nick Pope,Burnley,eng ENG,12655,0.0,0,6.0
1741,Nick Pope,Newcastle Utd,eng ENG,3261,0.0,0,4.0
1742,Nicklas Bendtner,Arsenal,dk DEN,4630,24.0,11,8.0
1743,Nicklas Bendtner,Sunderland,dk DEN,2225,8.0,5,2.0
1744,Nicky Butt,Birmingham City,eng ENG,1924,3.0,0,6.0
1745,Nicky Butt,Manchester Utd,eng ENG,18353,21.0,19,51.0
1746,Nicky Butt,Newcastle Utd,eng ENG,9620,5.0,5,31.0
1747,Nicky Shorey,Aston Villa,eng ENG,1853,0.0,1,2.0
1748,Nicky Shorey,Fulham,eng ENG,810,0.0,0,1.0
1749,Nicky Shorey,Reading,eng ENG,7995,4.0,18,7.0
1750,Nicky Shorey,West Brom,eng ENG,4334,0.0,2,2.0
1751,Nicky Summerbee,Manchester City,eng ENG,6511,2.0,5,9.0
1752,Nicky Summerbee,Sunderland,eng ENG,2562,1.0,5,3.0
1753,Nicky Summerbee,Swindon Town,eng ENG,3142,3.0,4,3.0
1754,Nicolas Anelka,Arsenal,fr FRA,4336,23.0,12,3.0
1755,Nicolas Anelka,Bolton,fr FRA,4624,21.0,6,1.0
1756,Nicolas Anelka,Chelsea,fr FRA,9342,38.0,17,0.0
1757,Nicolas Anelka,Liverpool,fr FRA,1263,4.0,2,0.0
1758,Nicolas Anelka,Manchester City,fr FRA,7628,37.0,11,2.0
1759,Nicolas Anelka,West Brom,fr FRA,849,2.0,0,0.0
1760,Nigel Clough,Liverpool,eng ENG,2721,7.0,3,3.0
1761,Nigel Clough,Manchester City,eng ENG,1327,2.0,3,2.0
1762,Nigel Clough,Nott'ham Forest,eng ENG,4386,11.0,3,3.0
1763,Nigel Clough,Sheffield Weds,eng ENG,45,0.0,0,0.0
1764,Nigel Martyn,Crystal Palace,eng ENG,7106,0.0,0,3.0
1765,Nigel Martyn,Everton,eng ENG,7626,0.0,0,0.0
1766,Nigel Martyn,Leeds United,eng ENG,18566,0.0,2,4.0
1767,Nigel Quashie,Nott'ham Forest,sct SCO,1002,0.0,1,4.0
1768,Nigel Quashie,Portsmouth,sct SCO,3294,1.0,0,7.0
1769,Nigel Quashie,QPR,sct SCO,913,0.0,1,1.0
1770,Nigel Quashie,Southampton,sct SCO,1170,1.0,2,1.0
1771,Nigel Quashie,West Brom,sct SCO,762,1.0,0,2.0
1772,Nigel Quashie,West Ham,sct SCO,610,0.0,0,2.0
1773,Nigel Reo-Coker,Aston Villa,eng ENG,7492,1.0,3,21.0
1774,Nigel Reo-Coker,Bolton,eng ENG,3258,3.0,0,7.0
1775,Nigel Reo-Coker,West Ham,eng ENG,5818,6.0,5,16.0
1776,Nigel Spackman,Chelsea,eng ENG,5393,0.0,1,1.0
1777,Nigel Worthington,Leeds United,nir NIR,3143,1.0,2,7.0
1778,Nigel Worthington,Sheffield Weds,nir NIR,6146,2.0,5,3.0
1779,Noel Whelan,Coventry City,eng ENG,11070,31.0,10,30.0
1780,Noel Whelan,Leeds United,eng ENG,2767,7.0,4,5.0
1781,Noel Whelan,Middlesbrough,eng ENG,3140,5.0,1,7.0
1782,Nolberto Solano,Aston Villa,pe PER,3704,8.0,7,9.0
1783,Nolberto Solano,Newcastle Utd,pe PER,17573,37.0,54,23.0
1784,Nolberto Solano,West Ham,pe PER,1260,4.0,1,3.0
1785,Oleksandr Zinchenko,Arsenal,ua UKR,2118,1.0,2,3.0
1786,Oleksandr Zinchenko,Manchester City,ua UKR,5484,0.0,7,5.0
1787,Oliver Burke,Sheffield Utd,sct SCO,1269,1.0,1,2.0
1788,Oliver Burke,West Brom,sct SCO,367,0.0,2,0.0
1789,Oliver McBurnie,Sheffield Utd,sct SCO,3437,7.0,0,6.0
1790,Oliver McBurnie,Swansea City,sct SCO,358,0.0,1,0.0
1791,Olivier Giroud,Arsenal,fr FRA,11285,73.0,24,18.0
1792,Olivier Giroud,Chelsea,fr FRA,3201,17.0,5,3.0
1793,Olivier Kapo,Birmingham City,fr FRA,2018,5.0,0,5.0
1794,Olivier Kapo,Wigan Athletic,fr FRA,927,1.0,1,1.0
1795,Ollie Watkins,Aston Villa,eng ENG,9407,40.0,13,16.0
1796,Paddy McNair,Manchester Utd,nir NIR,1341,0.0,0,2.0
1797,Paddy McNair,Sunderland,nir NIR,353,0.0,0,0.0
1798,Paolo Di Canio,Charlton Ath,it ITA,2017,4.0,12,1.0
1799,Paolo Di Canio,Sheffield Weds,it ITA,3400,15.0,6,11.0
1800,Paolo Di Canio,West Ham,it ITA,10132,49.0,31,20.0
1801,Papa Bouba Diop,Fulham,sn SEN,6058,7.0,2,22.0
1802,Papa Bouba Diop,Portsmouth,sn SEN,4192,0.0,3,12.0
1803,Papy Djilobodji,Sunderland,sn SEN,1578,0.0,0,7.0
1804,Pascal Chimbonda,Blackburn,fr FRA,2338,1.0,1,4.0
1805,Pascal Chimbonda,Sunderland,fr FRA,1170,0.0,0,2.0
1806,Pascal Chimbonda,Tottenham,fr FRA,5795,3.0,9,10.0
1807,Pascal Chimbonda,Wigan Athletic,fr FRA,3277,2.0,3,6.0
1808,Patrick Bamford,Burnley,eng ENG,39,0.0,0,0.0
1809,Patrick Bamford,Crystal Palace,eng ENG,124,0.0,0,0.0
1810,Patrick Bamford,Leeds United,eng ENG,5124,23.0,11,8.0
1811,Patrick Bamford,Middlesbrough,eng ENG,287,1.0,0,1.0
1812,Patrick Bamford,Norwich City,eng ENG,238,0.0,0,0.0
1813,Patrick Roberts,Fulham,eng ENG,46,0.0,0,1.0
1814,Patrick Roberts,Manchester City,eng ENG,5,0.0,0,0.0
1815,Patrick Roberts,Norwich City,eng ENG,26,0.0,0,0.0
1816,Patrick van Aanholt,Chelsea,nl NED,35,0.0,0,0.0
1817,Patrick van Aanholt,Crystal Palace,nl NED,10377,13.0,6,13.0
1818,Patrick van Aanholt,Sunderland,nl NED,7061,7.0,9,8.0
1819,Patrick van Aanholt,Wigan Athletic,nl NED,270,0.0,0,0.0
1820,Paul Beesley,Leeds United,eng ENG,1698,0.0,1,7.0
1821,Paul Beesley,Sheffield Utd,eng ENG,5453,2.0,1,7.0
1822,Paul Dickov,Arsenal,sct SCO,855,3.0,2,2.0
1823,Paul Dickov,Blackburn,sct SCO,3615,14.0,2,14.0
1824,Paul Dickov,Leicester City,sct SCO,3519,15.0,4,13.0
1825,Paul Dickov,Manchester City,sct SCO,2251,4.0,4,11.0
1826,Paul Furlong,Chelsea,eng ENG,4260,13.0,7,8.0
1827,Paul Ince,Liverpool,eng ENG,5783,14.0,10,17.0
1828,Paul Ince,Manchester Utd,eng ENG,10176,19.0,13,16.0
1829,Paul Ince,Middlesbrough,eng ENG,8265,7.0,4,28.0
1830,Paul Ince,Wolves,eng ENG,2856,2.0,2,16.0
1831,Paul Jones,Liverpool,wls WAL,180,0.0,0,0.0
1832,Paul Jones,Southampton,wls WAL,17157,0.0,2,2.0
1833,Paul Jones,Wolves,wls WAL,1440,0.0,0,0.0
1834,Paul Kitson,Newcastle Utd,eng ENG,2308,10.0,3,1.0
1835,Paul Kitson,West Ham,eng ENG,4247,18.0,4,4.0
1836,Paul Konchesky,Charlton Ath,eng ENG,7975,5.0,9,17.0
1837,Paul Konchesky,Fulham,eng ENG,8612,2.0,4,14.0
1838,Paul Konchesky,Leicester City,eng ENG,2246,1.0,1,6.0
1839,Paul Konchesky,Liverpool,eng ENG,1246,0.0,1,2.0
1840,Paul Konchesky,Tottenham,eng ENG,830,0.0,1,4.0
1841,Paul Konchesky,West Ham,eng ENG,5188,1.0,6,13.0
1842,Paul McGrath,Aston Villa,ie IRL,12221,6.0,3,11.0
1843,Paul McGrath,Derby County,ie IRL,2059,0.0,0,2.0
1844,Paul McShane,Hull City,ie IRL,6125,2.0,0,9.0
1845,Paul McShane,Sunderland,ie IRL,1832,0.0,0,3.0
1846,Paul Merson,Arsenal,eng ENG,13257,28.0,23,9.0
1847,Paul Merson,Aston Villa,eng ENG,9055,18.0,18,6.0
1848,Paul Merson,Middlesbrough,eng ENG,270,0.0,2,0.0
1849,Paul Robinson,Blackburn,eng ENG,12444,0.0,2,1.0
1850,Paul Robinson,Bolton,eng ENG,6764,0.0,3,17.0
1851,Paul Robinson,Burnley,eng ENG,270,0.0,0,0.0
1852,Paul Robinson,Leeds United,eng ENG,8432,0.0,1,2.0
1853,Paul Robinson,Newcastle Utd,eng ENG,319,0.0,1,0.0
1854,Paul Robinson,Tottenham,eng ENG,12304,1.0,2,1.0
1855,Paul Robinson,Watford,eng ENG,2677,0.0,1,9.0
1856,Paul Robinson,West Brom,eng ENG,8374,1.0,3,21.0
1857,Paul Stewart,Liverpool,eng ENG,2418,1.0,2,4.0
1858,Paul Stewart,Sunderland,eng ENG,1727,4.0,0,6.0
1859,Paul Telfer,Coventry City,sct SCO,15700,6.0,12,33.0
1860,Paul Telfer,Southampton,sct SCO,10242,1.0,6,9.0
1861,Paul Walsh,Manchester City,eng ENG,4671,16.0,4,1.0
1862,Paul Warhurst,Blackburn,eng ENG,3249,4.0,2,7.0
1863,Paul Warhurst,Bolton,eng ENG,2254,0.0,1,8.0
1864,Paul Warhurst,Crystal Palace,eng ENG,1860,3.0,3,3.0
1865,Paul Warhurst,Sheffield Weds,eng ENG,2421,6.0,1,3.0
1866,Paul Williams,Coventry City,nir NIR,14364,6.0,3,45.0
1867,Paul Williams,Crystal Palace,eng ENG,1586,0.0,2,1.0
1868,Paul Williams,Sheffield Weds,eng ENG,630,1.0,0,0.0
1869,Paul Williams,Southampton,eng ENG,3339,0.0,2,9.0
1870,Paulo Wanchope,Derby County,cr CRC,5912,23.0,11,18.0
1871,Paulo Wanchope,Manchester City,cr CRC,3398,15.0,5,9.0
1872,Paulo Wanchope,West Ham,cr CRC,2932,12.0,5,7.0
1873,Peter Atherton,Bradford City,eng ENG,2211,0.0,2,1.0
1874,Peter Atherton,Coventry City,eng ENG,7029,0.0,1,3.0
1875,Peter Atherton,Sheffield Weds,eng ENG,19055,9.0,11,37.0
1876,Peter Beardsley,Bolton,eng ENG,1197,2.0,0,1.0
1877,Peter Beardsley,Everton,eng ENG,3488,10.0,7,0.0
1878,Peter Beardsley,Newcastle Utd,eng ENG,10827,46.0,26,15.0
1879,Peter Crouch,Aston Villa,eng ENG,1757,6.0,5,2.0
1880,Peter Crouch,Burnley,eng ENG,92,0.0,0,1.0
1881,Peter Crouch,Liverpool,eng ENG,4563,22.0,12,6.0
1882,Peter Crouch,Portsmouth,eng ENG,3358,10.0,5,3.0
1883,Peter Crouch,Southampton,eng ENG,1790,12.0,6,2.0
1884,Peter Crouch,Stoke City,eng ENG,12700,44.0,18,22.0
1885,Peter Crouch,Tottenham,eng ENG,4264,12.0,12,1.0
1886,Peter Enckelman,Aston Villa,fi FIN,4585,0.0,0,2.0
1887,Peter Enckelman,Blackburn,fi FIN,180,0.0,0,0.0
1888,Peter Odemwingie,Cardiff City,ng NGA,793,1.0,0,1.0
1889,Peter Odemwingie,Stoke City,ng NGA,1590,5.0,1,3.0
1890,Peter Odemwingie,West Brom,ng NGA,6245,30.0,12,7.0
1891,Phil Babb,Coventry City,ie IRL,6405,3.0,2,5.0
1892,Phil Babb,Liverpool,ie IRL,11006,1.0,2,21.0
1893,Phil Babb,Sunderland,ie IRL,2313,0.0,0,1.0
1894,Phil Bardsley,Aston Villa,sct SCO,1147,0.0,1,1.0
1895,Phil Bardsley,Burnley,sct SCO,4959,0.0,1,22.0
1896,Phil Bardsley,Manchester Utd,sct SCO,303,0.0,0,1.0
1897,Phil Bardsley,Stoke City,sct SCO,4067,0.0,2,14.0
1898,Phil Bardsley,Sunderland,sct SCO,13673,7.0,1,46.0
1899,Phil Jones,Blackburn,eng ENG,2839,0.0,0,4.0
1900,Phil Jones,Manchester Utd,eng ENG,13030,2.0,6,23.0
1901,Phil King,Aston Villa,eng ENG,1202,0.0,1,1.0
1902,Phil King,Sheffield Weds,eng ENG,1767,1.0,2,1.0
1903,Philip Billing,Bournemouth,dk DEN,5294,8.0,2,13.0
1904,Philip Billing,Huddersfield,dk DEN,2952,2.0,0,10.0
1905,Raheem Sterling,Chelsea,eng ENG,1891,6.0,3,4.0
1906,Raheem Sterling,Liverpool,eng ENG,7041,18.0,14,9.0
1907,Raheem Sterling,Manchester City,eng ENG,17101,91.0,43,27.0
1908,Ramadan Sobhi,Huddersfield,eg EGY,79,0.0,0,0.0
1909,Ramadan Sobhi,Stoke City,eg EGY,2092,2.0,1,4.0
1910,Ray Houghton,Aston Villa,ie IRL,7407,6.0,12,2.0
1911,Ray Houghton,Crystal Palace,ie IRL,898,2.0,0,1.0
1912,Riccardo Scimeca,Aston Villa,eng ENG,4808,2.0,0,5.0
1913,Riccardo Scimeca,Leicester City,eng ENG,2533,1.0,2,7.0
1914,Riccardo Scimeca,West Brom,eng ENG,2656,0.0,3,3.0
1915,Richard Chaplow,Southampton,eng ENG,55,0.0,0,0.0
1916,Richard Chaplow,West Brom,eng ENG,620,0.0,0,0.0
1917,Richard Cresswell,Leicester City,eng ENG,325,0.0,0,1.0
1918,Richard Cresswell,Sheffield Weds,eng ENG,720,2.0,1,3.0
1919,Richard Cresswell,Stoke City,eng ENG,1494,0.0,0,6.0
1920,Richard Duffy,Portsmouth,wls WAL,68,0.0,0,0.0
1921,Richard Dunne,Aston Villa,ie IRL,8367,4.0,1,18.0
1922,Richard Dunne,Everton,ie IRL,4573,0.0,0,19.0
1923,Richard Dunne,Manchester City,ie IRL,21981,6.0,4,45.0
1924,Richard Dunne,QPR,ie IRL,1870,0.0,0,7.0
1925,Richard Hall,Southampton,eng ENG,8751,9.0,2,17.0
1926,Richard Hall,West Ham,eng ENG,630,0.0,0,1.0
1927,Richard Irving,Nott'ham Forest,,4,0.0,0,0.0
1928,Richard Jobson,Leeds United,eng ENG,1980,1.0,0,3.0
1929,Richard Jobson,Oldham Athletic,eng ENG,6899,7.0,6,13.0
1930,Richard Shaw,Coventry City,eng ENG,15827,0.0,0,16.0
1931,Richard Shaw,Crystal Palace,eng ENG,6464,0.0,1,5.0
1932,Richard Wright,Arsenal,eng ENG,1073,0.0,0,0.0
1933,Richard Wright,Everton,eng ENG,5210,0.0,1,1.0
1934,Richard Wright,Ipswich Town,eng ENG,3510,0.0,0,0.0
1935,Richarlison,Everton,br BRA,11119,43.0,12,28.0
1936,Richarlison,Tottenham,br BRA,1010,1.0,3,3.0
1937,Richarlison,Watford,br BRA,2823,5.0,4,4.0
1938,Rickie Lambert,Liverpool,eng ENG,839,2.0,2,2.0
1939,Rickie Lambert,Southampton,eng ENG,5935,28.0,15,4.0
1940,Rickie Lambert,West Brom,eng ENG,638,1.0,1,2.0
1941,Rigobert Song,Liverpool,cm CMR,2463,0.0,2,7.0
1942,Rigobert Song,West Ham,cm CMR,1926,0.0,0,3.0
1943,Rio Ferdinand,Leeds United,eng ENG,4860,2.0,1,0.0
1944,Rio Ferdinand,Manchester Utd,eng ENG,27200,7.0,6,24.0
1945,Rio Ferdinand,QPR,eng ENG,990,0.0,0,2.0
1946,Rio Ferdinand,West Ham,eng ENG,10828,2.0,1,12.0
1947,Ritchie De Laet,Leicester City,be BEL,2540,1.0,1,4.0
1948,Ritchie De Laet,Manchester Utd,be BEL,225,0.0,0,0.0
1949,Ritchie De Laet,Norwich City,be BEL,480,1.0,0,1.0
1950,Riyad Mahrez,Leicester City,dz ALG,10888,39.0,28,7.0
1951,Riyad Mahrez,Manchester City,dz ALG,8654,43.0,34,2.0
1952,Rob Elliot,Newcastle Utd,ie IRL,4570,0.0,1,3.0
1953,Rob Holding,Arsenal,eng ENG,6989,2.0,1,15.0
1954,Rob Lee,Derby County,eng ENG,1124,0.0,1,3.0
1955,Rob Lee,Newcastle Utd,eng ENG,22401,34.0,32,35.0
1956,Robbie Blake,Birmingham City,eng ENG,335,2.0,0,0.0
1957,Robbie Blake,Bolton,eng ENG,52,1.0,0,0.0
1958,Robbie Blake,Bradford City,eng ENG,2926,6.0,1,0.0
1959,Robbie Blake,Burnley,eng ENG,1648,2.0,3,1.0
1960,Robbie Brady,Burnley,ie IRL,4222,4.0,8,12.0
1961,Robbie Brady,Hull City,ie IRL,2648,3.0,3,4.0
1962,Robbie Brady,Norwich City,ie IRL,2984,3.0,2,3.0
1963,Robbie Elliott,Bolton,eng ENG,325,0.0,0,0.0
1964,Robbie Elliott,Newcastle Utd,eng ENG,10001,11.0,7,19.0
1965,Robbie Fowler,Blackburn,eng ENG,116,0.0,0,0.0
1966,Robbie Fowler,Leeds United,eng ENG,2089,14.0,3,2.0
1967,Robbie Fowler,Liverpool,eng ENG,20307,128.0,30,24.0
1968,Robbie Fowler,Manchester City,eng ENG,5436,21.0,6,6.0
1969,Robbie Keane,Aston Villa,ie IRL,459,3.0,0,0.0
1970,Robbie Keane,Coventry City,ie IRL,2692,12.0,4,3.0
1971,Robbie Keane,Leeds United,ie IRL,2723,13.0,7,4.0
1972,Robbie Keane,Liverpool,ie IRL,1252,5.0,4,2.0
1973,Robbie Keane,Tottenham,ie IRL,16826,91.0,22,11.0
1974,Robbie Keane,West Ham,ie IRL,486,2.0,0,0.0
1975,Robbie Savage,Birmingham City,wls WAL,7180,11.0,11,27.0
1976,Robbie Savage,Blackburn,wls WAL,6348,1.0,5,28.0
1977,Robbie Savage,Derby County,wls WAL,1349,0.0,0,4.0
1978,Robbie Savage,Leicester City,wls WAL,14110,8.0,7,32.0
