Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
50,Eyal Berkovic,il ISR,MF,West Ham,26,1972,30,28,2358,26.2,3,10,13,3,0,0,3,0,0.11,0.38,0.50,0.11,0.50,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
51,Nicola Berti,it ITA,MF,Tottenham,31,1967,4,4,311,3.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
52,Slaven Bilić,hr CRO,DF,Everton,29,1968,4,4,360,4.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
53,Dean Blackwell,eng ENG,DF,Wimbledon,28,1969,28,27,2388,26.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
54,Nathan Blake,wls WAL,FW,Blackburn,26,1972,11,9,867,9.6,3,0,3,3,0,0,0,0,0.31,0.00,0.31,0.31,0.31,Matches
55,Jesper Blomqvist,se SWE,"DF,MF",Manchester Utd,24,1974,25,20,1635,18.2,1,3,4,1,0,0,2,0,0.06,0.17,0.22,0.06,0.22,Matches
56,Luís Boa Morte,pt POR,"FW,MF",Arsenal,20,1977,8,2,278,3.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
57,George Boateng,nl NED,MF,Coventry City,22,1975,32,29,2627,29.2,4,6,10,4,0,0,10,0,0.14,0.21,0.34,0.14,0.34,Matches
58,Paul Boertien,eng ENG,DF,Derby County,19,1979,1,0,10,0.1,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches
59,Lars Bohinen,no NOR,MF,Derby County,28,1969,32,29,2525,28.1,0,5,5,0,0,0,6,0,0.00,0.18,0.18,0.00,0.18,Matches
60,Thierry Bonalair,fr FRA,DF,Nott'ham Forest,32,1966,28,24,2167,24.1,1,1,2,1,0,0,3,0,0.04,0.04,0.08,0.04,0.08,Matches
61,Andy Booth,eng ENG,FW,Sheffield Weds,24,1973,34,34,2910,32.3,6,2,8,6,0,0,7,0,0.19,0.06,0.25,0.19,0.25,Matches
62,Vassilios Borbokis,gr GRE,DF,Derby County,29,1969,4,3,219,2.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
63,Mark Bosnich,au AUS,GK,Aston Villa,26,1972,15,15,1350,15.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
64,Steve Bould,eng ENG,DF,Arsenal,35,1962,19,14,1288,14.3,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
65,Mark Bowen,wls WAL,DF,Charlton Ath,34,1963,6,2,258,2.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
66,Lee Bowyer,eng ENG,MF,Leeds United,21,1977,35,35,3140,34.9,9,2,11,9,0,0,8,0,0.26,0.06,0.32,0.26,0.32,Matches
67,Shayne Bradley,eng ENG,FW,Southampton,18,1979,3,0,22,0.2,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches
68,Garry Brady,sct SCO,MF,Newcastle Utd,21,1976,9,3,335,3.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
69,Marco Branca,it ITA,FW,Middlesbrough,33,1965,1,0,23,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
70,Michael Branch,eng ENG,FW,Everton,19,1978,7,1,156,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
71,Tim Breacker,eng ENG,DF,West Ham,33,1965,3,2,138,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
72,Gary Breen,ie IRL,DF,Coventry City,24,1973,25,21,1885,20.9,1,1,2,1,0,0,3,0,0.05,0.05,0.10,0.05,0.10,Matches
73,Wayne Bridge,eng ENG,DF,Southampton,17,1980,23,15,1415,15.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
74,Marc Bridge-Wilkinson,eng ENG,MF,Derby County,19,1979,1,0,1,0.0,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches
75,Mark Bright,eng ENG,FW,Charlton Ath,36,1962,5,1,123,1.4,1,0,1,1,0,0,0,0,0.73,0.00,0.73,0.73,0.73,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
76,Lee Briscoe,eng ENG,"DF,MF",Sheffield Weds,22,1975,16,5,673,7.5,1,0,1,1,0,0,1,0,0.13,0.00,0.13,0.13,0.13,Matches
77,Marlon Broomes,eng ENG,DF,Blackburn,20,1977,14,9,992,11.0,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches
78,Steve Brown,eng ENG,DF,Charlton Ath,26,1972,18,13,1248,13.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
79,Wes Brown,eng ENG,DF,Manchester Utd,18,1979,14,11,947,10.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
80,David Burrows,eng ENG,DF,Coventry City,29,1968,23,23,1829,20.3,0,1,1,0,0,0,7,0,0.00,0.05,0.05,0.00,0.05,Matches
81,Deon Burton,jm JAM,FW,Derby County,21,1976,21,14,1229,13.7,9,0,9,9,0,0,3,0,0.66,0.00,0.66,0.66,0.66,Matches
82,Nicky Butt,eng ENG,"DF,MF",Manchester Utd,23,1975,31,22,2046,22.7,2,3,5,2,0,0,3,1,0.09,0.13,0.22,0.09,0.22,Matches
83,Fabián Caballero,ar ARG,FW,Arsenal,20,1978,1,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
84,Danny Cadamarteri,eng ENG,FW,Everton,18,1979,30,11,1524,16.9,4,1,5,4,0,0,6,0,0.24,0.06,0.30,0.24,0.30,Matches
85,Colin Calderwood,sct SCO,DF,Tottenham,33,1965,12,11,953,10.6,0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches
86,Colin Calderwood,sct SCO,DF,Aston Villa,33,1965,8,7,678,7.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
87,Andy Campbell,eng ENG,FW,Middlesbrough,19,1979,8,1,162,1.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
88,Kevin Campbell,eng ENG,FW,Everton,28,1970,8,8,692,7.7,9,2,11,9,0,0,1,0,1.17,0.26,1.43,1.17,1.43,Matches
89,Sol Campbell,eng ENG,"DF,FW",Tottenham,23,1974,37,37,3330,37.0,6,0,6,6,0,0,0,0,0.16,0.00,0.16,0.16,0.16,Matches
90,Stuart Campbell,sct SCO,MF,Leicester City,20,1977,12,1,411,4.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
91,Horacio Carbonari,ar ARG,DF,Derby County,24,1974,29,28,2467,27.4,5,0,5,5,0,0,4,0,0.18,0.00,0.18,0.18,0.18,Matches
92,Benito Carbone,it ITA,FW,Sheffield Weds,26,1971,31,31,2710,30.1,8,6,14,7,1,2,9,0,0.27,0.20,0.46,0.23,0.43,Matches
93,Stephen Carr,ie IRL,DF,Tottenham,21,1976,37,37,3321,36.9,0,3,3,0,0,0,4,0,0.00,0.08,0.08,0.00,0.08,Matches
94,Jamie Carragher,eng ENG,"DF,MF",Liverpool,20,1978,34,34,2984,33.2,1,3,4,1,0,0,5,1,0.03,0.09,0.12,0.03,0.12,Matches
95,Lee Carsley,ie IRL,MF,Derby County,24,1974,22,20,1922,21.4,1,1,2,,,,6,0,0.05,0.05,0.09,,,Matches
96,Lee Carsley,ie IRL,MF,Blackburn,24,1974,8,7,636,7.1,0,0,0,,,,1,0,0.00,0.00,0.00,,,Matches
97,Pierluigi Casiraghi,it ITA,FW,Chelsea,29,1969,10,10,724,8.0,1,0,1,1,0,0,2,0,0.12,0.00,0.12,0.12,0.12,Matches
98,Stewart Castledine,eng ENG,MF,Wimbledon,25,1973,1,1,74,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
99,Gary Charles,eng ENG,DF,Aston Villa,28,1970,11,10,846,9.4,1,0,1,1,0,0,0,0,0.11,0.00,0.11,0.11,0.11,Matches
100,Laurent Charvet,fr FRA,DF,Newcastle Utd,25,1973,31,30,2718,30.2,1,1,2,1,0,0,3,0,0.03,0.03,0.07,0.03,0.07,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
101,Steve Chettle,eng ENG,DF,Nott'ham Forest,29,1968,34,32,2845,31.6,2,0,2,0,2,2,8,1,0.06,0.00,0.06,0.00,0.00,Matches
102,Malcolm Christie,eng ENG,FW,Derby County,19,1979,2,0,88,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
103,Alec Cleland,sct SCO,DF,Everton,27,1970,18,16,1470,16.3,0,1,1,0,0,0,4,1,0.00,0.06,0.06,0.00,0.06,Matches
104,Stephen Clemence,eng ENG,MF,Tottenham,20,1978,18,9,817,9.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
105,Philippe Clement,be BEL,"DF,MF",Coventry City,24,1974,12,6,515,5.7,0,1,1,0,0,0,1,0,0.00,0.17,0.17,0.00,0.17,Matches
106,Juan Cobián,ar ARG,DF,Sheffield Weds,22,1975,9,7,625,6.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
107,Andy Cole,eng ENG,FW,Manchester Utd,26,1971,32,26,2355,26.2,17,3,20,17,0,0,3,0,0.65,0.11,0.76,0.65,0.76,Matches
108,Joe Cole,eng ENG,MF,West Ham,16,1981,8,2,306,3.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
109,Patrick Colleter,fr FRA,DF,Southampton,32,1965,16,16,1370,15.2,1,0,1,1,0,0,4,0,0.07,0.00,0.07,0.07,0.07,Matches
110,John Collins,sct SCO,MF,Everton,30,1968,20,19,1706,19.0,1,0,1,1,0,1,4,0,0.05,0.00,0.05,0.05,0.05,Matches
111,Stan Collymore,eng ENG,FW,Aston Villa,27,1971,20,11,1147,12.7,1,3,4,1,0,0,7,1,0.08,0.24,0.31,0.08,0.31,Matches
112,Colin Cooper,eng ENG,DF,Middlesbrough,31,1967,32,31,2719,30.2,1,1,2,1,0,0,5,0,0.03,0.03,0.07,0.03,0.07,Matches
113,Carl Cort,gy GUY,FW,Wimbledon,20,1977,16,6,652,7.2,3,0,3,3,0,0,1,0,0.41,0.00,0.41,0.41,0.41,Matches
114,Tony Cottee,eng ENG,FW,Leicester City,33,1965,31,29,2511,27.9,10,0,10,10,0,0,1,0,0.36,0.00,0.36,0.36,0.36,Matches
115,Chris Coyne,au AUS,DF,West Ham,19,1978,1,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
116,Richard Cresswell,eng ENG,FW,Sheffield Weds,20,1977,7,1,180,2.0,1,1,2,1,0,0,0,0,0.50,0.50,1.00,0.50,1.00,Matches
117,Gary Croft,eng ENG,DF,Blackburn,24,1974,12,10,855,9.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
118,Mark Crossley,wls WAL,GK,Nott'ham Forest,29,1969,12,12,1080,12.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
119,Jordi Cruyff,nl NED,"FW,MF",Manchester Utd,24,1974,5,0,85,0.9,2,1,3,2,0,0,0,0,2.12,1.06,3.18,2.12,3.18,Matches
120,Micky Cummins,ie IRL,MF,Middlesbrough,20,1978,1,1,45,0.5,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches
121,Kenny Cunningham,ie IRL,DF,Wimbledon,27,1971,35,35,3150,35.0,0,2,2,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,Matches
122,John Curtis,eng ENG,DF,Manchester Utd,19,1978,4,1,126,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
123,Nikos Dabizas,gr GRE,DF,Newcastle Utd,24,1973,30,25,2338,26.0,3,0,3,3,0,0,8,2,0.12,0.00,0.12,0.12,0.12,Matches
124,Olivier Dacourt,fr FRA,MF,Everton,23,1974,30,28,2548,28.3,2,0,2,2,0,0,15,1,0.07,0.00,0.07,0.07,0.07,Matches
125,Martin Dahlin,se SWE,FW,Blackburn,30,1968,5,2,233,2.6,0,1,1,0,0,0,0,0,0.00,0.39,0.39,0.00,0.39,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
126,Christian Dailly,sct SCO,DF,Derby County,24,1973,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
127,Christian Dailly,sct SCO,DF,Blackburn,24,1973,17,14,1244,13.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
128,Paul Dalglish,sct SCO,FW,Newcastle Utd,21,1977,11,6,566,6.3,1,0,1,1,0,0,1,0,0.16,0.00,0.16,0.16,0.16,Matches
129,Jean-Claude Darcheville,fr FRA,FW,Nott'ham Forest,23,1975,16,14,1073,11.9,2,2,4,2,0,0,3,0,0.17,0.17,0.34,0.17,0.34,Matches
130,Callum Davidson,sct SCO,DF,Blackburn,22,1976,34,34,3025,33.6,1,1,2,1,0,0,7,0,0.03,0.03,0.06,0.03,0.06,Matches
131,Kevin Davies,eng ENG,FW,Blackburn,21,1977,21,9,1056,11.7,1,2,3,1,0,0,5,0,0.09,0.17,0.26,0.09,0.26,Matches
132,Brian Deane,eng ENG,FW,Middlesbrough,30,1968,26,24,2139,23.8,6,2,8,6,0,0,2,0,0.25,0.08,0.34,0.25,0.34,Matches
133,Peter Degn,dk DEN,MF,Everton,21,1977,4,0,102,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
134,Mark Delaney,wls WAL,DF,Aston Villa,22,1976,2,0,25,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
135,Rory Delap,ie IRL,MF,Derby County,22,1976,23,21,1859,20.7,0,3,3,0,0,0,5,0,0.00,0.15,0.15,0.00,0.15,Matches
136,Raimond van der Gouw,nl NED,GK,Manchester Utd,35,1963,5,4,405,4.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
137,Marcel Desailly,fr FRA,"DF,MF",Chelsea,29,1968,31,30,2651,29.5,0,1,1,0,0,0,5,0,0.00,0.03,0.03,0.00,0.03,Matches
138,Paolo Di Canio,it ITA,FW,West Ham,30,1968,13,12,1086,12.1,5,2,7,5,0,0,0,0,0.41,0.17,0.58,0.41,0.58,Matches
139,Paolo Di Canio,it ITA,FW,Sheffield Weds,30,1968,6,5,440,4.9,3,0,3,3,0,0,0,1,0.61,0.00,0.61,0.61,0.61,Matches
140,Roberto Di Matteo,it ITA,MF,Chelsea,28,1970,30,26,2314,25.7,2,4,6,2,0,0,9,0,0.08,0.16,0.23,0.08,0.23,Matches
141,Kaba Diawara,gn GUI,FW,Arsenal,22,1975,12,2,313,3.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
142,Julian Dicks,eng ENG,DF,West Ham,29,1968,9,9,810,9.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
143,Lee Dixon,eng ENG,DF,Arsenal,34,1964,36,36,3106,34.5,0,1,1,0,0,0,7,1,0.00,0.03,0.03,0.00,0.03,Matches
144,Jason Dodd,eng ENG,DF,Southampton,27,1970,28,27,2387,26.5,1,3,4,1,0,0,4,1,0.04,0.11,0.15,0.04,0.15,Matches
145,Chris Doig,sct SCO,DF,Nott'ham Forest,17,1981,2,1,112,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
146,Didier Domi,fr FRA,DF,Newcastle Utd,20,1978,14,14,1260,14.0,0,1,1,0,0,0,1,0,0.00,0.07,0.07,0.00,0.07,Matches
147,José Dominguez,pt POR,MF,Tottenham,24,1974,13,2,367,4.1,2,3,5,2,0,0,1,0,0.49,0.74,1.23,0.49,1.23,Matches
148,Tony Dorigo,eng ENG,DF,Derby County,32,1965,18,17,1476,16.4,1,2,3,0,1,1,3,0,0.06,0.12,0.18,0.00,0.12,Matches
149,Mark Draper,eng ENG,MF,Aston Villa,27,1970,23,13,1175,13.1,2,0,2,2,0,0,4,0,0.15,0.00,0.15,0.15,0.15,Matches
150,Richard Dryden,eng ENG,DF,Southampton,29,1969,4,4,360,4.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
151,Michael Duberry,eng ENG,DF,Chelsea,22,1975,25,18,1685,18.7,0,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,Matches
152,Dion Dublin,eng ENG,"DF,FW",Aston Villa,29,1969,24,24,2013,22.4,11,2,13,,,,4,0,0.49,0.09,0.58,,,Matches
153,Dion Dublin,eng ENG,"DF,FW",Coventry City,29,1969,10,10,900,10.0,3,3,6,,,,1,0,0.30,0.30,0.60,,,Matches
154,Damien Duff,ie IRL,"FW,MF",Blackburn,19,1979,28,18,1585,17.6,1,2,3,1,0,0,0,0,0.06,0.11,0.17,0.06,0.17,Matches
155,Sean Dundee,de GER,FW,Liverpool,25,1972,3,0,37,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
156,David Dunn,eng ENG,MF,Blackburn,18,1979,14,10,912,10.1,1,0,1,1,0,0,2,0,0.10,0.00,0.10,0.10,0.10,Matches
157,Richard Dunne,ie IRL,DF,Everton,18,1979,16,15,1248,13.9,0,0,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00,Matches
158,Robbie Earle,jm JAM,MF,Wimbledon,33,1965,35,35,3128,34.8,5,2,7,5,0,0,2,0,0.14,0.06,0.20,0.14,0.20,Matches
159,Justin Edinburgh,eng ENG,DF,Tottenham,28,1969,16,14,1213,13.5,0,1,1,0,0,0,3,1,0.00,0.07,0.07,0.00,0.07,Matches
160,Christian Edwards,wls WAL,DF,Nott'ham Forest,22,1975,12,7,758,8.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
161,Marc Edworthy,eng ENG,DF,Coventry City,25,1972,22,16,1617,18.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
